StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,ID,Gain-Framed Message:_1,Loss-Framed Message:_1,QID1217973024,Q4,Q5,Q6_1,Q11_1,Q12_1,Q13_1,Q21_1,Q44_1,Q14,Q36_1,Q37_1,Q38_1,Q39_1,Q45_1,Q40,Q16,Q17,Q18,Q1,Q2,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q4,Q5,Q6,Q7,Q8,Q12,Q13,Q14,Q15,Q16,Q18,Q19,Q20,Q36_First Click,Q36_Last Click,Q36_Page Submit,Q36_Click Count,Q1,Q2,Q3,Q37_First Click,Q37_Last Click,Q37_Page Submit,Q37_Click Count,Q1,Q2,Q3,Q4,Q5,Q6,purchase deal_1,purchase deal_2,Q16_First Click,Q16_Last Click,Q16_Page Submit,Q16_Click Count,purchase deal_1,purchase deal_2,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Income_1,Shopping habit_1,FL_14_DO,FL_17_DO,FL_20_DO,FL_23_DO,IVandDV_DO,DefaultQuestionBlock_DO
2025-04-09 05:22:39,2025-04-09 05:30:38,0,46.110.47.56,100,479,1,2025-04-09 05:30:40,R_67QXkvAGtsZkOfT,,,,,40.8771,-85.5045,anonymous,EN,A2S6CLP78ZZ7C6,,7,1,42,2,5,,,,,,,7,5,3,7,7,3,4,2,1,3,2,,,4,2,1,4,,2,2,2,3,2,2,2,2,3,2,2,3,3,,,,,,,,8.535,26.118,27.195,3,5,1,1,1,2,2,1,1,16.707,17.507,19.183,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:19:32,2025-04-09 05:35:11,0,69.233.3.13,100,938,1,2025-04-09 05:35:12,R_3gFk6LGP6wwxQMm,,,,,34.8966,-82.2689,anonymous,EN,A2AOQT7U152D8Z,4,,2,43,1,5,,,,,,,6,4,6,2,7,3,4,1,2,,,4,3,4,1,4,1,,4,4,3,3,3,4,4,4,3,3,3,3,3,3.686,11.315,12.493,3,3,2,2,,,,,,,,2,3,2,,,,,,,5,5,6.102,7.059,7.948,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:27:48,2025-04-09 05:37:13,0,172.56.71.170,100,565,1,2025-04-09 05:37:14,R_100Ko8PNxwkQd2Y,,,,,33.7043,-84.3742,anonymous,EN,A3F7XWCTV8DCVH,6,,3,61,1,4,,,,,,,7,7,7,7,7,2,6,1,1,,,4,4,6,1,1,2,,4,3,3,4,3,4,4,3,4,3,3,3,4,9.814,35.898,38.613,3,5,5,5,,,,,,,,2,4,2,5,5,23.46,26.147,28.022,2,,,,,,,1,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 05:30:25,2025-04-09 05:42:19,0,98.25.71.156,100,714,1,2025-04-09 05:42:20,R_3Ol6WOaHwYoVXN4,,,,,33.0273,-80.1768,anonymous,EN,A1ZE1QQMKDUH2K,,6,2,33,2,4,,,,,,,7,4,4,5,7,3,3,2,2,,,4,3,3,2,1,3,,1,2,2,3,3,1,2,2,3,3,2,2,3,11.777,24.454,25.476,6,5,5,5,,,,,,,,1,2,2,4,4,40.087,69.555,71.272,5,,,,,,,1,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:39:03,2025-04-09 05:42:33,0,24.126.15.27,100,209,1,2025-04-09 05:42:34,R_3EuFzUwuPDSXsPa,,,,,39.308,-76.6734,anonymous,EN,A2UGKEK40H6R0W,5,,2,41,1,4,4,4,4,4,7,2,,,,,,,4,1,2,,,3,2,4,1,1,2,,4,5,5,5,5,4,5,5,5,5,3,3,3,4.049,5.802,7.039,3,3,3,3,,,,,,,,2,2,2,,,,,,,1,1,2.725,3.556,4.333,2,2,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:36:20,2025-04-09 05:42:57,0,73.14.194.223,100,397,1,2025-04-09 05:42:58,R_1I5w1zR2vkI48zn,,,,,38.9053,-104.7021,anonymous,EN,AVHCKUAE3WDZM,,1,3,43,1,6,5,6,5,4,7,1,,,,,,,4,1,2,1,1,,,4,1,2,2,,1,1,3,2,1,1,1,3,2,1,2,3,4,,,,,,,,6.013,9.701,10.57,3,4,1,1,2,3,1,1,2,26.589,41.915,43.418,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 05:40:06,2025-04-09 05:43:42,0,24.129.6.129,100,216,1,2025-04-09 05:43:43,R_7gqATTsRWbeFpNn,,,,,30.3415,-81.7358,anonymous,EN,A1C12FONNLWX56,4,,3,63,2,4,,,,,,,1,1,1,1,7,1,6,2,1,1,1,,,6,2,1,2,,1,2,3,3,2,1,2,3,2,2,2,2,3,,,,,,,,1.694,8.128,8.802,7,3,1,1,1,4,2,,,,,,,1,1,1.519,8.76,9.271,6,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:40:15,2025-04-09 05:44:40,0,24.210.225.64,100,264,1,2025-04-09 05:44:41,R_7QmtYzPJu9b53UL,,,,,41.141,-81.4768,anonymous,EN,APBWADUSAF6VS,,1,2,34,1,5,5,5,4,4,7,3,,,,,,,3,1,1,,,3,1,3,1,1,2,,3,2,2,3,3,3,2,2,3,3,2,3,4,6.243,11.677,12.101,4,5,3,2,,,,,,,,2,2,2,1,1,5.016,7.722,10.082,2,,,,,,,1,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 05:47:19,2025-04-09 05:51:22,0,24.176.52.93,100,243,1,2025-04-09 05:51:23,R_3BOUYJzKJTe6rS6,,,,,43.4167,-86.357,anonymous,EN,A1KRYA7MCOL64R,6,,1,43,2,4,,,,,,,5,4,3,4,7,3,4,2,1,1,3,,,4,2,1,1,,3,3,4,4,4,3,3,4,5,4,2,2,2,2.876,12.025,13.355,12,5,3,3,,,,,,,,1,3,2,,,,,,,1,1,0.946,10.265,12.818,10,1,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:48:10,2025-04-09 05:52:00,0,145.14.135.75,100,230,1,2025-04-09 05:52:01,R_7bOfQhlC6RDV9HC,,,,,32.7797,-96.8022,anonymous,EN,A12R3YGEHW7D8G,,5,2,47,1,4,4,6,4,4,7,3,,,,,,,5,1,2,4,3,,,5,1,3,2,,2,2,2,1,2,1,2,2,1,2,1,2,2,,,,,,,,5.632,9.862,10.626,3,4,3,3,2,3,2,1,1,7.021,9.735,10.577,2,,,,,,,3,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 05:48:56,2025-04-09 05:52:48,0,68.199.92.108,100,231,1,2025-04-09 05:52:48,R_3gRAZXKcJlTtqsd,,,,,40.7251,-73.2454,anonymous,EN,AJSWK9VJIZXHA,6,,2,36,4,5,6,4,4,6,7,1,,,,,,,4,4,1,,,4,3,4,1,1,4,,4,2,3,3,3,4,2,3,3,3,3,3,3,,,,,,,,6.166,10.438,11.2,4,5,4,4,2,2,2,2,2,21.52,23.215,23.973,3,,,,,,,2,1,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 05:50:12,2025-04-09 05:54:44,0,71.59.42.152,100,272,1,2025-04-09 05:54:44,R_7ggUU6blArXYv4J,,,,,33.8187,-84.5824,anonymous,EN,A2DRNZ455AU7ZQ,4,,3,48,2,4,6,7,5,3,7,1,,,,,,,5,2,1,2,2,,,5,2,3,2,,5,4,4,4,3,5,5,5,4,4,4,2,4,7.777,14.701,15.664,3,4,4,3,,,,,,,,1,3,2,3,1,11.058,17.678,19.011,3,,,,,,,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 05:50:03,2025-04-09 05:55:37,0,47.148.0.146,100,334,1,2025-04-09 05:55:38,R_30UajxDma0pjdY8,,,,,33.5674,-117.1758,anonymous,EN,A4FGMREBV35OG,5,,3,66,2,5,,,,,,,4,4,5,4,7,2,7,2,1,,,2,2,7,2,3,2,,2,2,3,3,3,2,2,3,3,3,3,3,2,,,,,,,,6.709,12.948,15.508,3,4,3,3,1,4,2,,,,,,,2,2,16.888,19.055,20.655,2,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 05:53:14,2025-04-09 05:56:46,0,170.85.11.71,100,212,1,2025-04-09 05:56:46,R_3jYAdpNfTRLycvX,,,,,41.8835,-87.6305,anonymous,EN,A12S78Z52GBJMI,,5,1,42,1,5,5,6,3,4,7,1,,,,,,,4,1,1,,,1,1,4,1,4,4,,2,2,3,3,3,2,2,3,2,2,3,3,3,5.202,9.058,9.675,3,4,2,2,,,,,,,,2,2,2,,,,,,,1,1,4.336,7.697,8.306,2,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:53:08,2025-04-09 05:59:26,0,208.253.125.83,100,377,1,2025-04-09 05:59:26,R_7s1ttNoPN67RXV4,,,,,39.9703,-75.0617,anonymous,EN,A17FTRR2SK95W8,6,,1,25,1,4,4,3,2,4,7,2,,,,,,,3,1,2,,,3,2,3,1,1,1,,3,1,1,3,3,3,1,1,2,3,3,3,2,3.377,8.512,8.796,4,3,2,2,,,,,,,,2,2,2,,,,,,,2,2,4.034,5.778,7.662,4,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:54:08,2025-04-09 05:59:43,0,37.19.221.47,100,335,1,2025-04-09 05:59:44,R_7nQ8AG5pTHPjqaW,,,,,29.7539,-95.359,anonymous,EN,A1YR0204H9JTNK,,4,1,34,1,6,7,5,6,4,7,2,,,,,,,3,1,3,4,5,,,3,1,2,2,,4,4,5,4,4,5,4,5,4,4,3,4,4,,,,,,,,6.948,11.589,12.72,3,4,5,4,2,2,3,,,,,,,5,7,3.011,9.523,10.24,3,3,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:55:18,2025-04-09 06:00:16,0,172.58.53.229,100,298,1,2025-04-09 06:00:16,R_51jtLlse0sX7NVt,,,,,29.7738,-95.406,anonymous,EN,A1CD1MHZ45ZD00,,7,3,61,2,3,,,,,,,6,4,4,3,7,1,6,2,2,,,1,1,6,2,3,2,,1,1,3,3,3,1,1,3,3,3,1,1,4,,,,,,,,6.407,13.725,14.74,5,5,5,5,1,4,1,4,4,7.134,10.484,11.779,3,,,,,,,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:50:49,2025-04-09 06:00:53,0,108.26.185.38,100,603,1,2025-04-09 06:00:53,R_5321xqwEtEByU1O,,,,,42.327,-71.2008,anonymous,EN,A33CS9OHRCSPO0,,3,1,34,4,5,,,,,,,5,5,4,4,7,1,3,4,1,2,2,,,3,1,1,1,,2,3,4,2,2,3,4,5,3,2,2,3,3,57.469,62.538,63.354,3,3,3,3,,,,,,,,2,2,2,2,2,78.406,88.619,94.803,2,,,,,,,2,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 05:56:49,2025-04-09 06:02:24,0,72.250.189.186,100,335,1,2025-04-09 06:02:25,R_3JxzPJFPdHQLsGt,,,,,48.1999,-114.3034,anonymous,EN,A2VWFFHG5WBVT8,5,,3,41,2,3,7,7,6,5,7,1,,,,,,,4,2,1,1,1,,,4,2,3,4,,3,3,3,3,4,3,3,4,3,4,2,2,3,9.297,14.101,14.99,3,5,4,4,,,,,,,,1,2,2,,,,,,,2,1,13.493,20.016,21.825,2,3,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:54:24,2025-04-09 06:02:42,0,74.65.161.145,100,498,1,2025-04-09 06:02:43,R_7zLrnr7puB2hhm1,,,,,43.4937,-70.4914,anonymous,EN,AEKKRR5SMS3RE,,5,2,28,2,4,4,6,5,4,7,1,,,,,,,3,2,1,3,4,,,3,2,2,1,,2,2,3,3,3,2,3,4,3,4,1,2,2,,,,,,,,4.897,12.57,13.645,6,4,3,2,1,2,1,,,,,,,2,2,9.719,14.314,15.811,3,2,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:59:19,2025-04-09 06:02:46,0,206.204.205.63,100,207,1,2025-04-09 06:02:46,R_5gPBppmBVgi3gat,,,,,43.5689,-86.0395,anonymous,EN,AZBMHH8CTXR0V,7,,2,40,2,5,5,6,6,4,7,1,,,,,,,4,2,1,,,3,3,4,2,2,2,,2,2,3,2,3,2,2,3,2,3,2,3,3,7.017,10.896,12.167,3,4,3,3,,,,,,,,1,2,2,2,2,13.756,17.652,19.159,2,,,,,,,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 05:58:55,2025-04-09 06:04:07,0,97.70.133.32,100,311,1,2025-04-09 06:04:07,R_6AwJIHSpmOVfXnX,,,,,42.4607,-83.4582,anonymous,EN,A92BS1Y7V15Y2,4,,2,32,1,5,,,,,,,6,5,5,4,7,3,3,1,2,,,4,2,3,1,3,4,,4,3,1,4,4,4,3,1,3,4,3,3,3,,,,,,,,5.384,12.341,13.75,3,4,4,4,2,2,2,,,,,,,6,3,5.866,10.527,11.931,2,3,3,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:01:54,2025-04-09 06:04:53,0,170.99.35.151,100,178,1,2025-04-09 06:04:54,R_1ImCWxEU7tL8McT,,,,,38.9894,-76.5494,anonymous,EN,A28VI8UWQKDWKT,7,,3,27,2,3,7,5,4,7,7,3,,,,,,,3,2,1,5,4,,,3,2,2,1,,5,3,4,5,4,5,3,4,4,4,3,4,3,6.022,8.857,9.534,3,5,5,5,,,,,,,,1,2,2,2,2,4.604,7.717,10.719,2,,,,,,,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 05:59:41,2025-04-09 06:05:23,0,97.188.45.69,100,342,1,2025-04-09 06:05:23,R_5jZNWGL1UqR3NfA,,,,,40.3356,-79.6185,anonymous,EN,AUH1SBJGWLYF3,6,,3,36,2,3,5,4,6,5,7,3,,,,,,,4,2,2,,,3,2,4,2,1,3,,3,2,3,3,3,3,2,4,3,3,1,2,2,9.786,20.352,21.056,4,4,3,3,,,,,,,,1,2,2,,,,,,,2,2,15.771,18.545,19.442,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:59:19,2025-04-09 06:05:26,0,98.222.21.139,100,366,1,2025-04-09 06:05:26,R_7CB0hidvTGznHkm,,,,,39.7697,-89.6886,anonymous,EN,A97PB93M5B1SS,5,,2,68,2,4,7,7,5,5,7,3,,,,,,,7,2,2,2,1,,,7,2,1,2,,3,2,2,3,3,3,2,2,3,3,2,2,3,,,,,,,,14.088,19.016,20.239,3,5,5,5,1,4,2,,,,,,,3,3,14.088,27.869,29.037,3,1,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 05:59:36,2025-04-09 06:05:45,0,99.24.227.22,100,368,1,2025-04-09 06:05:45,R_7eixz7viaeFI5Dr,,,,,33.9547,-118.212,anonymous,EN,A25Q1FKANAEYNH,1,,2,31,1,3,,,,,,,5,5,4,5,7,2,3,1,1,1,1,,,3,1,1,2,,1,2,5,1,4,1,2,5,2,5,2,3,3,,,,,,,,5.077,9.332,9.89,3,4,4,2,2,2,1,,,,,,,1,1,5.721,7.36,9.07,2,2,2,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
2025-04-09 06:04:21,2025-04-09 06:07:17,0,173.69.37.212,100,175,1,2025-04-09 06:07:17,R_6ngK4OjguBfu0rD,,,,,41.8451,-71.4388,anonymous,EN,A3V3HFC9BKRCEN,,4,1,34,2,5,,,,,,,3,4,5,2,7,1,3,2,1,,,3,3,3,2,4,3,,3,2,4,2,2,3,2,4,2,2,2,3,3,3.47,6.63,7.22,3,4,2,1,,,,,,,,1,2,2,1,1,6.55,7.775,8.87,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:06:49,2025-04-09 06:09:51,0,192.119.164.156,100,182,1,2025-04-09 06:09:51,R_3Fy3RtDtkeBxC6U,,,,,34.0544,-118.244,anonymous,EN,AKRD60WVX2YBH,6,,1,34,1,4,,,,,,,7,5,7,6,7,1,3,1,2,4,4,,,3,1,2,1,,4,3,5,3,4,4,3,5,4,4,5,2,2,,,,,,,,2.756,6.062,6.455,4,4,5,4,2,2,2,6,5,2.814,3.796,4.272,2,,,,,,,2,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:06:56,2025-04-09 06:10:43,0,104.8.83.156,100,226,1,2025-04-09 06:10:44,R_5zbZOSc9iB8IzBx,,,,,29.943,-95.2596,anonymous,EN,A1N2TDFP4RWOYW,,1,1,26,1,6,,,,,,,6,3,7,5,7,3,3,1,2,,,4,4,3,1,1,4,,4,2,4,3,3,3,2,4,3,3,3,3,3,,,,,,,,6.754,10.209,11.328,3,4,4,4,2,1,2,2,2,5.634,6.609,7.77,2,,,,,,,1,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:05:34,2025-04-09 06:12:01,0,66.229.94.170,100,386,1,2025-04-09 06:12:02,R_3jw6tHse9KHazSL,,,,,26.0168,-80.1537,anonymous,EN,A1TZ8H6WXNXIU4,6,,1,61,1,6,7,7,6,7,7,1,,,,,,,6,1,2,,,2,2,6,1,2,3,,2,3,5,4,5,2,3,5,4,5,2,3,4,29.065,34.497,36.605,3,4,5,4,,,,,,,,2,4,2,,,,,,,3,2,16.204,33.452,35.551,6,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:09:19,2025-04-09 06:16:01,0,68.187.234.89,100,402,1,2025-04-09 06:16:02,R_5ImwagwTkWyf45u,,,,,42.0744,-71.6385,anonymous,EN,A1CT8CGDUL8U5,,7,2,43,1,7,,,,,,,6,4,5,4,7,2,4,1,1,1,2,,,4,1,1,3,,4,4,3,4,4,5,4,4,5,5,4,4,4,,,,,,,,9.497,40.834,41.807,5,5,3,4,2,3,2,,,,,,,2,1,20.718,24.27,25.308,2,2,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q7
2025-04-09 06:12:45,2025-04-09 06:16:38,0,69.249.126.48,100,232,1,2025-04-09 06:16:38,R_72SsDPfr82S4dbP,,,,,39.9828,-75.8239,anonymous,EN,A1B1B8DEYW2OJM,,6,3,67,2,5,,,,,,,2,4,3,4,7,2,7,2,1,1,1,,,7,2,2,2,,1,1,6,2,2,1,1,4,2,2,2,3,3,8.264,12.048,13.534,3,3,2,3,,,,,,,,1,4,2,1,1,8.902,9.446,10.307,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:15:39,2025-04-09 06:19:32,0,75.166.250.211,100,232,1,2025-04-09 06:19:32,R_5ffLd2w0EMcMvtU,,,,,39.7435,-105.0619,anonymous,EN,A3O1VL9MO4N5AV,,7,1,73,2,6,7,7,6,6,7,2,,,,,,,7,2,1,,,4,4,7,2,1,2,,2,5,5,3,3,2,2,5,3,3,2,4,4,,,,,,,,4.015,8.008,8.649,5,5,5,5,1,4,2,,,,,,,6,4,4.198,11.727,12.394,3,1,1,"Block2.2-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 05:57:52,2025-04-09 06:19:51,0,45.143.146.86,100,1318,1,2025-04-09 06:19:51,R_3pRGbU55OlVjMDB,,,,,39.018,-77.539,anonymous,EN,A2LS5LMPAUJYWF,7,,1,34,1,4,6,4,6,4,7,2,,,,,,,3,1,2,,,4,4,4,1,2,2,,4,3,3,4,4,4,3,3,2,3,3,3,4,2.304,3.933,4.98,3,4,5,4,,,,,,,,2,3,2,,,,,,,5,6,3.192,4.122,5.067,2,2,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithoutDeal,Gain-Framed Message:,Q5
2025-04-09 06:16:54,2025-04-09 06:20:02,0,75.73.209.220,100,187,1,2025-04-09 06:20:02,R_1WGfc1syQDEEyX1,,,,,45.0435,-93.4827,anonymous,EN,A3IKHVXCIXSMLK,,5,3,38,1,4,6,5,5,5,7,2,,,,,,,4,1,1,3,3,,,4,1,4,2,,3,4,3,2,3,4,3,3,2,3,3,3,3,6.77,11.255,12.119,4,4,3,3,,,,,,,,2,2,2,4,4,6.081,8.182,11.545,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q5
2025-04-09 06:17:39,2025-04-09 06:20:45,0,192.46.190.226,100,186,1,2025-04-09 06:20:46,R_5Sp3a7OYoAg24NM,,,,,37.751,-97.822,anonymous,EN,A1JCRM4FEUV2VQ,,5,2,43,2,4,5,5,5,6,7,2,,,,,,,4,2,2,,,4,3,4,2,3,2,,4,3,4,3,3,4,4,4,4,3,3,3,3,3.067,5.466,6.809,3,4,4,4,,,,,,,,1,3,2,,,,,,,6,5,5.363,5.752,6.855,2,3,2,"Block2.2-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:16:00,2025-04-09 06:21:49,0,66.73.168.115,100,348,1,2025-04-09 06:21:49,R_11asJrEIexJmjR5,,,,,32.6539,-116.9773,anonymous,EN,A3N3GD3RVGD416,,6,2,49,1,7,7,6,4,4,7,1,,,,,,,5,1,2,,,3,3,5,1,4,2,,2,2,2,2,4,4,3,3,3,4,3,5,5,,,,,,,,9.324,13.536,14.724,3,3,3,3,2,3,3,,,,,,,2,2,11.116,16.737,18.288,3,3,3,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Loss-Framed Message:,Q5
2025-04-09 06:06:16,2025-04-09 06:22:17,0,24.147.162.8,100,961,1,2025-04-09 06:22:17,R_6qVHcgYrL3KmeDe,,,,,42.6987,-71.1351,anonymous,EN,A3DTAF1VBEPW2E,5,,3,86,1,5,5,6,4,5,7,2,,,,,,,9,1,2,,,3,4,7,1,4,2,,4,3,3,4,4,4,4,3,4,4,3,3,3,,,,,,,,18.228,70.353,71.759,4,4,4,4,2,5,2,1,1,21.903,25.385,35.262,2,,,,,,,3,2,"Block2.2-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:08:38,2025-04-09 06:23:50,0,65.51.206.202,100,911,1,2025-04-09 06:23:50,R_5azfYFNePiOlf3s,,,,,40.7306,-73.4313,anonymous,EN,A1G47PJJX4ZOTM,7,,2,52,2,7,5,4,2,4,7,3,,,,,,,5,2,1,3,2,,,5,2,4,2,,4,3,2,4,4,4,3,3,4,4,3,4,3,,,,,,,,10.879,85.062,85.529,7,5,4,4,1,3,3,3,1,7.503,15.363,16.402,4,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q5
2025-04-09 06:19:15,2025-04-09 06:25:26,0,174.130.103.79,100,371,1,2025-04-09 06:25:27,R_1B2P4gKowgPNLcp,,,,,35.4666,-79.1758,anonymous,EN,A2DA61SG1VPPY8,,4,3,31,2,3,,,,,,,5,6,5,6,7,1,3,2,2,3,2,,,3,2,2,1,,3,5,5,5,4,3,4,5,4,3,2,2,2,29.296,33.508,34.793,4,5,5,5,,,,,,,,1,2,1,4,5,8.786,10.215,11.391,2,,,,,,,2,3,"Block2.1-IV,DV",Block-Organic|Block-Regular,SustainabilityFrame,WithDeal,Loss-Framed Message:,Q7
2025-04-09 06:23:39,2025-04-09 06:26:15,0,165.171.225.5,100,156,1,2025-04-09 06:26:16,R_13seeGtqPhGtZ6x,,,,,40.0471,-82.9709,anonymous,EN,A6Q8KZ37WBAZ1,3,,3,35,2,4,,,,,,,5,4,5,4,7,2,4,2,1,1,1,,,4,2,2,2,,1,1,1,3,3,1,1,1,3,3,2,2,2,,,,,,,,2.861,5.149,5.4,4,4,4,4,1,2,2,4,4,5.664,6.033,6.737,2,,,,,,,3,2,"Block2.1-IV,DV",Block-Organic|Block-Regular,DurabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:13:53,2025-04-09 06:27:40,0,24.126.176.37,100,826,1,2025-04-09 06:27:40,R_30nU6tUHEMqbEeB,,,,,34.0414,-84.5053,anonymous,EN,A3MYQE53N6PTB8,3,,3,48,1,1,,,,,,,2,4,5,1,7,2,5,1,1,1,1,,,5,1,2,2,,1,3,3,3,2,1,1,4,2,2,1,1,3,165.99,192.317,193.883,5,3,1,1,,,,,,,,2,3,1,1,1,8.637,17.444,19.25,3,,,,,,,2,3,"Block2.1-IV,DV",Block-Regular|Block-Organic,SustainabilityFrame,WithDeal,Gain-Framed Message:,Q7
2025-04-09 06:22:53,2025-04-09 06:28:13,0,74.102.187.74,100,320,1,2025-04-09 06:28:14,R_6GH1aX584gnm4Av,,,,,40.9451,-74.2531,anonymous,EN,A243NJD9LTFL1G,7,,3,70,1,4,,,,,,,7,7,7,7,7,3,7,1,1,4,4,,,7,1,2,1,,1,1,2,5,5,1,1,2,5,5,1,2,3,,,,,,,,5.11,12.416,13.283,5,5,1,3,2,4,2,,,,,,,1,1,4.924,11.513,12.396,3,3,1,"Block2.1-IV,DV",Block-Regular|Block-Organic,DurabilityFrame,WithoutDeal,Gain-Framed Message:,Q7
